metabolite,shap_mean_abs,shap_rank,log2fc,effect_size,p_value,abs_log2fc,fc_rank,p_adjusted,neg_log10_p,pval_rank,combined_score,final_rank
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0038298840254395,27.0,4.404983638464362,28.1668385892178,0.0092096816039681,4.404983638464362,13.0,0.0355087794495927,1.4496642555332737,46.5,28.833333333333332,17
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0038298840254395,27.0,4.355557780399061,-8.29279377181958,0.0092096816039681,4.355557780399061,14.0,0.0355087794495927,1.4496642555332737,46.5,29.166666666666668,18
Benzeneacetaldehyde,0.0045103730111573,16.0,3.2409139496755874,-22.465035688046047,0.0077418770248466,3.2409139496755874,25.0,0.0355087794495927,1.4496642555332737,46.5,29.166666666666668,19
Benzeneacetaldehyde,0.0045103730111573,16.0,2.88819784815039,-8.549817546032552,0.0077418770248466,2.88819784815039,27.0,0.0355087794495927,1.4496642555332737,46.5,29.833333333333332,20
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0045730257878916,15.0,2.7164025471651705,-1.667789390349652,0.0092096816039681,2.7164025471651705,28.0,0.0355087794495927,1.4496642555332737,46.5,29.833333333333332,21
Benzeneacetaldehyde,0.0041733411660864,23.0,3.684206008676468,-895010023.9333483,0.0077418770248466,3.684206008676468,21.0,0.0355087794495927,1.4496642555332737,46.5,30.166666666666668,22
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0031469785575048,39.0,4.982334908709596,28.786273900680214,0.0092096816039681,4.982334908709596,6.0,0.0355087794495927,1.4496642555332737,46.5,30.5,23
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0031469785575048,39.0,4.709186813399669,-12.01158705359276,0.0092096816039681,4.709186813399669,8.0,0.0355087794495927,1.4496642555332737,46.5,31.166666666666668,24
Benzeneacetaldehyde,0.0041733411660864,23.0,3.2409139496755874,-22.465035688046047,0.0077418770248466,3.2409139496755874,25.0,0.0355087794495927,1.4496642555332737,46.5,31.5,25
Benzeneacetaldehyde,0.0041733411660864,23.0,2.88819784815039,-8.549817546032552,0.0077418770248466,2.88819784815039,27.0,0.0355087794495927,1.4496642555332737,46.5,32.166666666666664,26
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0031469785575048,39.0,4.404983638464362,28.1668385892178,0.0092096816039681,4.404983638464362,13.0,0.0355087794495927,1.4496642555332737,46.5,32.833333333333336,27
p-Cresol,0.0035460342213558,29.0,3.307008353663316,-1.2566822255260586,0.0081275154892922,3.307008353663316,24.0,0.0355087794495927,1.4496642555332737,46.5,33.166666666666664,28
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0031469785575048,39.0,4.355557780399061,-8.29279377181958,0.0092096816039681,4.355557780399061,14.0,0.0355087794495927,1.4496642555332737,46.5,33.166666666666664,29
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0038298840254395,27.0,2.7164025471651705,-1.667789390349652,0.0092096816039681,2.7164025471651705,28.0,0.0355087794495927,1.4496642555332737,46.5,33.833333333333336,30
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0026828046547344,53.0,4.982334908709596,28.786273900680214,0.0092096816039681,4.982334908709596,6.0,0.0355087794495927,1.4496642555332737,46.5,35.166666666666664,31
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0026828046547344,53.0,4.709186813399669,-12.01158705359276,0.0092096816039681,4.709186813399669,8.0,0.0355087794495927,1.4496642555332737,46.5,35.833333333333336,32
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0026828046547344,53.0,4.404983638464362,28.1668385892178,0.0092096816039681,4.404983638464362,13.0,0.0355087794495927,1.4496642555332737,46.5,37.5,33
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0026828046547344,53.0,4.355557780399061,-8.29279377181958,0.0092096816039681,4.355557780399061,14.0,0.0355087794495927,1.4496642555332737,46.5,37.833333333333336,34
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0031469785575048,39.0,2.7164025471651705,-1.667789390349652,0.0092096816039681,2.7164025471651705,28.0,0.0355087794495927,1.4496642555332737,46.5,37.833333333333336,35
D-Limonene,0.0042851166580378,20.0,7.050411100623502,-2.198398747680917,0.0171668903962756,7.050411100623502,4.0,0.0371283908570612,1.430293872671029,93.0,39.0,36
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0026828046547344,53.0,2.7164025471651705,-1.667789390349652,0.0092096816039681,2.7164025471651705,28.0,0.0355087794495927,1.4496642555332737,46.5,42.5,37
"Butanal, 2-methyl-",0.0026320102249926,57.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,46.166666666666664,38
"Butanal, 2-methyl-",0.0026320102249926,57.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,46.833333333333336,39
Methional,0.0019524583175109,84.0,4.246300772655903,-7.228410922267752,0.0144798101977596,4.246300772655903,16.0,0.0355087794495927,1.4496642555332737,46.5,48.833333333333336,40
"Butanal, 2-methyl-",0.0026320102249926,57.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,48.833333333333336,41
Methional,0.0019058376627004,91.0,4.246300772655903,-7.228410922267752,0.0144798101977596,4.246300772655903,16.0,0.0355087794495927,1.4496642555332737,46.5,51.166666666666664,42
"Butanal, 2-methyl-",0.0020720565953176,74.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,51.833333333333336,43
Methional,0.0018820512820512,93.0,4.246300772655903,-7.228410922267752,0.0144798101977596,4.246300772655903,16.0,0.0355087794495927,1.4496642555332737,46.5,51.833333333333336,44
"Benzenepropionic acid, 2-tetradecyl ester",0.002516528048876,58.0,6.202596536404705,-833528159.7848167,0.0177020633265643,6.202596536404705,5.0,0.0376136844598044,1.4246541230469398,94.0,52.333333333333336,45
"Butanal, 2-methyl-",0.0020720565953176,74.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,52.5,46
3-Carene,0.0049479672682512,13.0,-0.8977061171304115,0.1212887084257199,0.0528359469611015,0.8977061171304115,42.0,0.0862060187260077,1.0644624115738652,107.0,54.0,47
"Butanal, 2-methyl-",0.0020720565953176,74.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,54.5,48
"Butanal, 2-methyl-",0.0019463002957156,85.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,55.5,49
3-Carene,0.0044595033598273,18.0,-0.8977061171304115,0.1212887084257199,0.0528359469611015,0.8977061171304115,42.0,0.0862060187260077,1.0644624115738652,107.0,55.666666666666664,50
"Butanal, 2-methyl-",0.0019463002957156,85.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,56.166666666666664,51
Methional,0.0019524583175109,84.0,1.007744169343409,-0.2384081068069303,0.0144798101977596,1.007744169343409,41.0,0.0355087794495927,1.4496642555332737,46.5,57.166666666666664,52
"Hexanoic acid, 2-ethyl-",0.0024678741584112,61.0,4.8168896468648805,-2.1981928292078727,0.0374405850934071,4.8168896468648805,7.0,0.0639339572744416,1.1942684135191453,104.0,57.333333333333336,53
"Butanal, 2-methyl-",0.0019463002957156,85.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,58.166666666666664,54
"Butanal, 3-methyl-",0.0017143649722597,109.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,58.166666666666664,55
p-Cresol,0.0017485119142164,106.0,3.307008353663316,-1.2566822255260586,0.0081275154892922,3.307008353663316,24.0,0.0355087794495927,1.4496642555332737,46.5,58.833333333333336,56
Methional,0.0019058376627004,91.0,1.007744169343409,-0.2384081068069303,0.0144798101977596,1.007744169343409,41.0,0.0355087794495927,1.4496642555332737,46.5,59.5,57
Methional,0.0018820512820512,93.0,1.007744169343409,-0.2384081068069303,0.0144798101977596,1.007744169343409,41.0,0.0355087794495927,1.4496642555332737,46.5,60.166666666666664,58
"Butanal, 3-methyl-",0.0015364769949565,119.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,61.5,59
Octanal,0.0031608521363131,36.0,-1.1496442595977985,-0.3679811196292502,0.062976099348015,1.1496442595977985,40.0,0.1004018955319782,0.9982580878751888,109.0,61.666666666666664,60
"Butanal, 3-methyl-",0.0017143649722597,109.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,62.166666666666664,61
Methional,0.0014047483380816,125.0,4.246300772655903,-7.228410922267752,0.0144798101977596,4.246300772655903,16.0,0.0355087794495927,1.4496642555332737,46.5,62.5,62
"Butanal, 3-methyl-",0.0013604190048634,127.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,64.16666666666667,63
"Butanal, 3-methyl-",0.0017143649722597,109.0,1.1728039944647282,0.0948338593158102,0.0126196519687866,1.1728039944647282,39.0,0.0355087794495927,1.4496642555332737,46.5,64.83333333333333,64
"Butanal, 3-methyl-",0.0013262911227823,129.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,64.83333333333333,65
"Butanal, 3-methyl-",0.0013249234196602,130.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,65.16666666666667,66
"Butanal, 3-methyl-",0.0015364769949565,119.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,65.5,67
"1,3,5-Cycloheptatriene, 3,7,7-trimethyl-",0.0031108496732026,40.0,1.4941811349765577,-0.2377984129786956,0.1753011371844201,1.4941811349765577,38.0,0.2340144367198718,0.6307573494514958,122.0,66.66666666666667,68
Octanal,0.0027733333333333,51.0,-1.1496442595977985,-0.3679811196292502,0.062976099348015,1.1496442595977985,40.0,0.1004018955319782,0.9982580878751888,109.0,66.66666666666667,69
"Butanal, 3-methyl-",0.0015364769949565,119.0,1.1728039944647282,0.0948338593158102,0.0126196519687866,1.1728039944647282,39.0,0.0355087794495927,1.4496642555332737,46.5,68.16666666666667,70
"Butanal, 3-methyl-",0.0013604190048634,127.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,68.16666666666667,71
"Butanal, 2-methyl-",0.0014201271979049,124.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,68.5,72
"Butanal, 3-methyl-",0.0013262911227823,129.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,68.83333333333333,73
"Butanal, 2-methyl-",0.0014201271979049,124.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,69.16666666666667,74
"Butanal, 3-methyl-",0.0013249234196602,130.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,69.16666666666667,75
"Benzene, 1-methyl-3-(1-methylethyl)-",0.0024774813044824,60.0,4.298053450590571,0.8132294718192903,0.2598891720988477,4.298053450590571,15.0,0.3085492724067171,0.5106754733627706,133.0,69.33333333333333,76
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0009238134483301,157.0,4.982334908709596,28.786273900680214,0.0092096816039681,4.982334908709596,6.0,0.0355087794495927,1.4496642555332737,46.5,69.83333333333333,77
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0009238134483301,157.0,4.709186813399669,-12.01158705359276,0.0092096816039681,4.709186813399669,8.0,0.0355087794495927,1.4496642555332737,46.5,70.5,78
Methional,0.0014047483380816,125.0,1.007744169343409,-0.2384081068069303,0.0144798101977596,1.007744169343409,41.0,0.0355087794495927,1.4496642555332737,46.5,70.83333333333333,79
"Butanal, 3-methyl-",0.0013604190048634,127.0,1.1728039944647282,0.0948338593158102,0.0126196519687866,1.1728039944647282,39.0,0.0355087794495927,1.4496642555332737,46.5,70.83333333333333,80
"Butanal, 2-methyl-",0.0014201271979049,124.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,71.16666666666667,81
"Butanal, 3-methyl-",0.0013262911227823,129.0,1.1728039944647282,0.0948338593158102,0.0126196519687866,1.1728039944647282,39.0,0.0355087794495927,1.4496642555332737,46.5,71.5,82
"Butanal, 3-methyl-",0.0013249234196602,130.0,1.1728039944647282,0.0948338593158102,0.0126196519687866,1.1728039944647282,39.0,0.0355087794495927,1.4496642555332737,46.5,71.83333333333333,83
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0009238134483301,157.0,4.404983638464362,28.1668385892178,0.0092096816039681,4.404983638464362,13.0,0.0355087794495927,1.4496642555332737,46.5,72.16666666666667,84
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0009238134483301,157.0,4.355557780399061,-8.29279377181958,0.0092096816039681,4.355557780399061,14.0,0.0355087794495927,1.4496642555332737,46.5,72.5,85
"Butanal, 3-methyl-",0.0009482017051607,154.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,73.16666666666667,86
Benzeneacetaldehyde,0.0009456790123456,155.0,3.684206008676468,-895010023.9333483,0.0077418770248466,3.684206008676468,21.0,0.0355087794495927,1.4496642555332737,46.5,74.16666666666667,87
"Butanal, 2-methyl-",0.0011565079365079,142.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,74.5,88
"Butanal, 2-methyl-",0.0011565079365079,142.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,75.16666666666667,89
Benzeneacetaldehyde,0.0009456790123456,155.0,3.2409139496755874,-22.465035688046047,0.0077418770248466,3.2409139496755874,25.0,0.0355087794495927,1.4496642555332737,46.5,75.5,90
Benzeneacetaldehyde,0.0009456790123456,155.0,2.88819784815039,-8.549817546032552,0.0077418770248466,2.88819784815039,27.0,0.0355087794495927,1.4496642555332737,46.5,76.16666666666667,91
Methional,0.0007,168.0,4.246300772655903,-7.228410922267752,0.0144798101977596,4.246300772655903,16.0,0.0355087794495927,1.4496642555332737,46.5,76.83333333333333,92
"Butanal, 2-methyl-",0.0011565079365079,142.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,77.16666666666667,93
"Butanal, 2-methyl-",0.0010106450891538,150.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,77.16666666666667,94
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0009238134483301,157.0,2.7164025471651705,-1.667789390349652,0.0092096816039681,2.7164025471651705,28.0,0.0355087794495927,1.4496642555332737,46.5,77.16666666666667,95
"Butanal, 3-methyl-",0.0009482017051607,154.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,77.16666666666667,96
"2,3-Pentanedione",0.0016212865497076,115.0,-14.230429550849369,12.953938232574012,0.111916748617329,14.230429550849369,1.0,0.1621913598713777,0.7899722848975397,116.0,77.33333333333333,97
"Butanal, 2-methyl-",0.0010106450891538,150.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,77.83333333333333,98
"Butanal, 2-methyl-",0.0010106450891538,150.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,79.83333333333333,99
"Butanal, 3-methyl-",0.0009482017051607,154.0,1.1728039944647282,0.0948338593158102,0.0126196519687866,1.1728039944647282,39.0,0.0355087794495927,1.4496642555332737,46.5,79.83333333333333,100
"Butanal, 2-methyl-",0.0009044640073125,159.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,80.16666666666667,101
"Butanal, 2-methyl-",0.0009044640073125,159.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,80.83333333333333,102
"Butanal, 2-methyl-",0.0009044640073125,159.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,82.83333333333333,103
"Butanal, 2-methyl-",0.0007094179894179,167.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,82.83333333333333,104
"Butanal, 2-methyl-",0.0007094179894179,167.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,83.5,105
Methional,0.0007,168.0,1.007744169343409,-0.2384081068069303,0.0144798101977596,1.007744169343409,41.0,0.0355087794495927,1.4496642555332737,46.5,85.16666666666667,106
"Disulfide, dimethyl",0.0016103703703703,116.0,2.3128647418414485,7.178730027291275,0.0522090201089261,2.3128647418414485,34.0,0.0856842153552377,1.0670991759240276,106.0,85.33333333333333,107
"Butanal, 2-methyl-",0.0007094179894179,167.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,85.5,108
"2,3-Pentanedione",0.0016212865497076,115.0,2.9168549578032343,6.261159009895042,0.111916748617329,2.9168549578032343,26.0,0.1621913598713777,0.7899722848975397,116.0,85.66666666666667,109
3-Carene,0.0017312832023943,108.0,-0.8977061171304115,0.1212887084257199,0.0528359469611015,0.8977061171304115,42.0,0.0862060187260077,1.0644624115738652,107.0,85.66666666666667,110
"Disulfide, dimethyl",0.0016103703703703,116.0,2.229870491412131,7.634502437731353,0.0522090201089261,2.229870491412131,36.0,0.0856842153552377,1.0670991759240276,106.0,86.0,111
"2,3-Pentanedione",0.0016212865497076,115.0,2.6075145098707484,6.048903271113085,0.111916748617329,2.6075145098707484,30.0,0.1621913598713777,0.7899722848975397,116.0,87.0,112
Octanal,0.0016378451178451,113.0,-1.1496442595977985,-0.3679811196292502,0.062976099348015,1.1496442595977985,40.0,0.1004018955319782,0.9982580878751888,109.0,87.33333333333333,113
"2,3-Pentanedione",0.0016212865497076,115.0,2.34007164997184,6.20750383521323,0.111916748617329,2.34007164997184,32.0,0.1621913598713777,0.7899722848975397,116.0,87.66666666666667,114
"2,3-Pentanedione",0.0016212865497076,115.0,2.313343734111639,6.784690188918451,0.111916748617329,2.313343734111639,33.0,0.1621913598713777,0.7899722848975397,116.0,88.0,115
Acetic acid ethenyl ester,0.0012914335365948,135.0,7.300658552899399,-1.586454631217338,0.2253726555394383,7.300658552899399,3.0,0.2797776155014507,0.5531870355664503,127.0,88.33333333333333,116
2-Pentanone,0.0009175342293114,158.0,4.659374763066323,11.08136271083896,0.0721686166513333,4.659374763066323,10.0,0.1118613558095666,0.9513199211328833,112.0,93.33333333333333,117
Octanal,0.0012885958485958,136.0,-1.1496442595977985,-0.3679811196292502,0.062976099348015,1.1496442595977985,40.0,0.1004018955319782,0.9982580878751888,109.0,95.0,118
"Butanal, 3-methyl-",0.0002435589289479,222.0,3.738141892469159,2.981808844257662,0.0126196519687866,3.738141892469159,19.0,0.0355087794495927,1.4496642555332737,46.5,95.83333333333333,119
Methional,0.0001431899641577,226.0,4.246300772655903,-7.228410922267752,0.0144798101977596,4.246300772655903,16.0,0.0355087794495927,1.4496642555332737,46.5,96.16666666666667,120
"2,3-Pentanedione",0.0006555555555555,174.0,-14.230429550849369,12.953938232574012,0.111916748617329,14.230429550849369,1.0,0.1621913598713777,0.7899722848975397,116.0,97.0,121
N-Dimethylaminomethyl-tert.-butyl-isopropylphosphine,0.0006921810699588,170.0,4.514449104264493,-1.6492614007989066,0.0789146421940951,4.514449104264493,12.0,0.120973544901937,0.9173095929834214,113.0,98.33333333333333,122
"Butanal, 2-methyl-",0.0002917169466877,216.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,99.16666666666667,123
"2,3-Pentanedione",0.0006250896057347,182.0,-14.230429550849369,12.953938232574012,0.111916748617329,14.230429550849369,1.0,0.1621913598713777,0.7899722848975397,116.0,99.66666666666667,124
"Butanal, 3-methyl-",0.0002435589289479,222.0,2.530073031533493,-1.181651186847258,0.0126196519687866,2.530073031533493,31.0,0.0355087794495927,1.4496642555332737,46.5,99.83333333333333,125
"Butanal, 2-methyl-",0.0002917169466877,216.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,99.83333333333333,126
"2,3-Pentanedione",0.0005925925925925,185.0,-14.230429550849369,12.953938232574012,0.111916748617329,14.230429550849369,1.0,0.1621913598713777,0.7899722848975397,116.0,100.66666666666667,127
2-Nonanone,0.0071150418819331,1.0,,-4.944198542181315,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,101.0,128
"Dodecane, 2,6,10-trimethyl-",0.0061842433144275,2.0,,-5.959673068183236,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,101.33333333333333,129
"Dodecane, 2,6,10-trimethyl-",0.0061842433144275,2.0,,-5.990908716820696,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,101.33333333333333,130
"Butanal, 2-methyl-",0.0001911111111111,223.0,2.275480112572895,10.209978005936074,0.0104098792067591,2.275480112572895,35.0,0.0355087794495927,1.4496642555332737,46.5,101.5,131
Dimethyl sulfone,0.0061338537791966,3.0,,-0.987625984384907,0.0161634945881658,,255.5,0.0355087794495927,1.4496642555332737,46.5,101.66666666666667,132
Dimethyl sulfone,0.0061338537791966,3.0,,0.0916067704766197,0.0161634945881658,,255.5,0.0355087794495927,1.4496642555332737,46.5,101.66666666666667,133
Dimethyl sulfone,0.0061338537791966,3.0,,-9.483307810025032,0.0161634945881658,,255.5,0.0355087794495927,1.4496642555332737,46.5,101.66666666666667,134
"Butanal, 2-methyl-",0.0002917169466877,216.0,-0.681883843854102,-0.2565147652207752,0.0104098792067591,0.681883843854102,43.0,0.0355087794495927,1.4496642555332737,46.5,101.83333333333333,135
"Dodecane, 2,6,10-trimethyl-",0.005883431091542,4.0,,-5.959673068183236,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,102.0,136
"Dodecane, 2,6,10-trimethyl-",0.005883431091542,4.0,,-5.990908716820696,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,102.0,137
"Butanal, 2-methyl-",0.0001911111111111,223.0,2.16190624458984,9.895113814162936,0.0104098792067591,2.16190624458984,37.0,0.0355087794495927,1.4496642555332737,46.5,102.16666666666667,138
p-Cresol,0.0056720763133972,5.0,,-6.455758076793205,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,102.33333333333333,139
p-Cresol,0.0056720763133972,5.0,,-6.036373055535581,0.0081275154892922,,255.5,0.0355087794495927,1.4496642555332737,46.5,102.33333333333333,140
