metabolite,mean_c0,mean_c1,log2fc,effect_size,p_value
Heptanal,0.07185705599640838,-4.2757001532385575,,-5.535590627860555,0.11764705882352941
"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-",0.21341401938626592,-1.663504547793165,,-0.7207304572742319,0.23529411764705882
Dimethyl sulfone,0.3333259949495631,-5.500360999917129,,-2.7123637470483333,0.11764705882352941
"Bicyclo[3.1.0]hex-2-ene, 4-methyl-1-(1-methylethyl)-",0.22769389060463507,-0.6876076958443605,,-0.643516898688896,0.47058823529411764
Dimethyl trisulfide,0.10424327267596933,-9.493523675354854,,-13.446873280971635,0.11764705882352941
Dimethyl trisulfide,0.10439868771738108,-14.272285212238309,,-20.12645005118168,0.11764705882352941
1-Heptanol,0.14738868937030725,-5.918237330636988,,-6.430364388184896,0.11764705882352941
1-Heptanol,0.13270808711101295,-11.463903443210713,,-12.987862515106237,0.11764705882352941
1-Heptanol,0.09609192349316226,-5.985161480101652,,-8.256920523934467,0.11764705882352941
Phenol,0.17908069331659918,-14.092003851108474,,-20.868330311790977,0.11764705882352941
Phenol,0.03212446662119369,-15.301399943477776,,-20.676261396163202,0.11764705882352941
Octanal,0.18485331805014282,-1.7029492372017794,,-2.864955111522454,0.11764705882352941
Octanal,0.08134983188861712,-2.051286585171942,,-2.8303743563016464,0.11764705882352941
Octanal,0.21533215766174807,-1.3563909146579052,,-2.0118024700015718,0.11764705882352941
Octanal,0.16482613648085598,-3.583635827744134,,-4.059670269684877,0.11764705882352941
"1-Hexanol, 2-ethyl-",0.09798083351326348,-4.3883194533347725,,-5.6504424886255835,0.11764705882352941
"1-Hexanol, 2-ethyl-",0.3482281234834662,-7.194964291129892,,-5.298397974286694,0.11764705882352941
"1-Hexanol, 2-ethyl-",0.07369882797079542,-6.358269377195669,,-5.038837059651278,0.11764705882352941
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.19155917386860338,-1.511921069839642,,-3.52407163797757,0.11764705882352941
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",0.0824574093737814,-1.5888383480588493,,-2.1267576878317636,0.11764705882352941
Benzeneacetaldehyde,1.48918468573442,-17.969781080479464,,-3.680002478054906,0.11764705882352941
Benzeneacetaldehyde,0.04675293292752601,-1.6940200900411893,,-3.0164991742350566,0.11764705882352941
p-Cresol,-0.17619690317575626,11.139664767468537,,17.37782412219699,0.11764705882352941
p-Cresol,-0.5631917767429415,10.511962839443369,,9.339897071809244,0.11764705882352941
Nonanal,0.030346601814738597,-6.070803201218638,,-10.677514901167273,0.11764705882352941
Nonanal,0.4857210170832047,-8.495306916373119,,-5.587165346692475,0.11764705882352941
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1α,2β,5α)-(ñ)-",0.11476145113376202,-9.823938632186902,,-10.528638497694892,0.11764705882352941
"Ethanol, 2-(2-butoxyethoxy)-",0.3873668221704476,-18.21863019292768,,-7.143052328228419,0.11764705882352941
"3-Dodecene, (E)-",0.04207494793821501,-3.273241970318076,,-5.428910856023448,0.11764705882352941
"2-Decenal, (E)-",0.2226308129016925,-6.481939849812017,,-8.730095202305982,0.11764705882352941
"2-Decenal, (E)-",0.1984231462261902,-4.159254832249817,,-5.633367854562654,0.11764705882352941
"Benzeneacetaldehyde, α-ethylidene-",0.5164066638135452,-2.8837004488281,,-1.7277290522976612,0.11764705882352941
"Benzeneacetaldehyde, α-ethylidene-",0.04964937660925409,-1.959101781779265,,-4.150787993903945,0.11764705882352941
"Nonane, 2,2,4,4,6,8,8-heptamethyl-",0.023594232762781275,-4.372481390820374,,-7.297034907209845,0.11764705882352941
"Dodecane, 2,6,10-trimethyl-",0.09629472475443587,-4.4202596795871445,,-7.64442107489977,0.11764705882352941
"Dodecane, 2,6,10-trimethyl-",0.12000244686297798,-6.43400836038391,,-11.048845525499667,0.11764705882352941
"1,2,4-Metheno-1H-indene, octahydro-1,7a-dimethyl-5-(1-methylethyl)-, [1S-(1α,2α,3aβ,4α,5α,7aβ,8S*)]-",0.20740057049546784,-6.406592858942686,,-7.056656132965628,0.11764705882352941
.alfa.-Copaene,0.1023669967369849,-4.826633583052304,,-5.648222450507007,0.11764705882352941
.alfa.-Copaene,0.10498950705217816,-4.804608452795858,,-5.618779642435003,0.11764705882352941
"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, [3aS-(3aα,3bβ,4β,7α,7aS*)]-",0.08377034046039925,-8.396243850302644,,-7.1068928231470165,0.11764705882352941
α-Cubebene,0.05778565753550688,-9.695104314038248,,-9.408876714137008,0.11764705882352941
trans-α-Bergamotene,0.022306451229523794,-3.186193967383485,,-4.687639318442286,0.11764705882352941
"cis-Muurola-4(15),5-diene",0.021972828567730862,-8.43509163038147,,-10.525797469048857,0.11764705882352941
Germacrene D,0.09021247971577614,-4.70195895442424,,-5.002403351684552,0.11764705882352941
β-Bisabolene,0.14559962418318612,-4.704193819204951,,-6.084596397889607,0.11764705882352941
"cis-muurola-4(14),5-diene",0.02704879559455889,-8.24075266699782,,-9.605782640997218,0.11764705882352941
Dodecanoic acid,0.4669354030068541,-2.948682156664574,,-4.860780087842605,0.11764705882352941
