compound_name,matched_biomarker,match_score,match_method,Condiciones,Evidencia,Origen_probable,Volatilidad,Matriz,Metodo,Vinculo Microbio.,Confianza_origen,InChIKey,CID,Flag_contaminante,Match Quality,Est. Retention Time (min),Hit 1: Match Factor,Exp_1.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF
n-Hexane,n-hexane,1.0,exact,Esquiz.,dataset_metabolomics,Desconocido,Desconocido,fecal; serum; tissue; bile serum; bile,-,Posible,Baja,-,-,No,Excellent,2.0612833333333334,949,1092.0892836979576,867.1118852121413,126181.82064127852,2179.855638626268,27991.03427052722,77716.40009588325,10175.949310018445,38619.76870870248,357.3383488178581,27813.018796833952,1328.8965714967258,44474.181367933175,60540.26531112393,208883.7093337695,124351.99972663193,147125.9627365021,20702.86027567041
n-Hexane,n-hexane,1.0,exact,Esquiz.,dataset_metabolomics,Desconocido,Desconocido,fecal; serum; tissue; bile serum; bile,-,Posible,Baja,-,-,No,Good,2.2766,812,47431.23519354092,49522.95927352812,1346.4648036988028,137381.1635180293,927.8814414596312,1289.9670458682176,1442.5814349567622,355.0824900171276,269.1285147362637,214.5971437927701,23736.182731046323,1725.0649987127586,2877.9858426103165,5080.345497132368,3994.63450980024,3311.0312533332235,1343.2612971985975
"Propanal, 2-methyl-",Propanal,0.0,derivative,Ansied.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; csf; tissue fecal; serum; tissue fecal; tissue unknown,LC,Posible,Baja,NBBJYMSMWIIQGU-UHFFFAOYSA-N,-,No,Excellent,1.8962,919,0.0,31.768166094953813,39089.96569942612,0.0,56593.03454480037,74111.11548240721,65396.940025280295,39820.767240116336,0.0,6960.723490199272,5700.443874663718,59720.73763901886,45570.29481148301,60460.02028431974,53075.24876164639,62423.32617388774,79088.88758192377
"Propanal, 2-methyl-",Propanal,0.0,derivative,Ansied.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; csf; tissue fecal; serum; tissue fecal; tissue unknown,LC,Posible,Baja,NBBJYMSMWIIQGU-UHFFFAOYSA-N,-,No,Excellent,1.8962,926,0.0,0.0,38993.65696648138,0.0,55955.458011122864,73785.55673011484,65386.9942359761,38989.638111348126,0.0,6052.180562702111,12775.823979657152,59221.90871636496,45252.88177567018,59625.93987076729,53207.92466907114,61879.47723727663,78626.41937361723
"Propanal, 2-methyl-",Propanal,0.0,derivative,Ansied.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; csf; tissue fecal; serum; tissue fecal; tissue unknown,LC,Posible,Baja,NBBJYMSMWIIQGU-UHFFFAOYSA-N,-,No,Good,2.0792166666666665,863,73267.19276049318,68150.30149860104,40986.88637556321,77528.57650425672,50665.9115565582,45532.36922886319,19589.63734229365,36781.60740665462,0.0,15965.725328327784,3986.4969913759937,46042.1569242962,43902.86185278434,53533.59704673405,17838.177524152303,32298.75202266477,28813.42076113254
"2-Butenal, (Z)-",2-butenal,0.0,derivative,Esquiz.,dataset_metabolomics,Biológico humano,Desconocido,fecal,-,Posible,Baja,-,-,No,Fair,2.247883333333333,786,1667.4825051257938,2293.8046230946843,2549.4012718385206,3870.521751505391,1390.3935985745131,1740.0417500820977,1419.4490996156862,1653.1295252035652,0.0,666.2894873985201,67584.70678152324,1496.8445544123497,2217.167298788504,3813.1824725297097,2892.704383129818,2650.3740847505915,1331.2347081395253
n-Hexane,n-hexane,1.0,exact,Esquiz.,dataset_metabolomics,Desconocido,Desconocido,fecal; serum; tissue; bile serum; bile,-,Posible,Baja,-,-,No,Excellent,2.0612833333333334,949,1092.0892836979576,867.1118852121413,126181.82064127852,2179.855638626268,27991.03427052722,77716.40009588325,10175.949310018445,38619.76870870248,357.3383488178581,27813.018796833952,1328.8965714967258,44474.181367933175,60540.26531112393,208883.7093337695,124351.99972663193,147125.9627365021,20702.86027567041
n-Hexane,n-hexane,1.0,exact,Esquiz.,dataset_metabolomics,Desconocido,Desconocido,fecal; serum; tissue; bile serum; bile,-,Posible,Baja,-,-,No,Good,2.2766,812,47431.23519354092,49522.95927352812,1346.4648036988028,137381.1635180293,927.8814414596312,1289.9670458682176,1442.5814349567622,355.0824900171276,269.1285147362637,214.5971437927701,23736.182731046323,1725.0649987127586,2877.9858426103165,5080.345497132368,3994.63450980024,3311.0312533332235,1343.2612971985975
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.29095,808,3194.4789598473726,2792.344242156403,3224.282137138027,9361.67220313716,906.6989198022652,1456.2984222030336,922.0369957242364,285.1411401471407,1312.6612676155,0.0,231310.8946295748,356.5352289501791,520.2517257686932,2173.407411529348,133.80531129126598,627.8635230983891,375.2485985343601
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.29095,829,4783.47808660577,0.0,0.0,0.0,1691.2083569376318,2383.609415774462,834.6781383847765,1101.0261959929126,3133.225751478185,373.3968061942856,205506.66671211875,1696.371006443729,1573.1734766672696,1992.9202651442647,0.0,2508.5850615892828,631.1405406700032
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6139333333333337,895,3947.366598357694,3687.043909485161,3647.787516308559,3006.456716745044,262256.51325498504,379290.2331674432,364593.1366253389,235416.7229600582,1347.9819278853297,16690.7468562328,29977.19073453026,2431.3418150738985,182820.94752245236,134905.64080232845,245449.6560552345,5325.32217662206,3735.173000087889
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6139333333333337,880,4974.83182215511,3599.6258292658467,3499.696133393011,3090.6396782122383,261087.49795132104,377630.7420027806,151307.8697199503,234437.0044698329,287.713652443661,559.6252917763384,34146.29350026122,2307.48785575029,7290.682171002059,7607.869406129662,148996.4970067734,3615.211019239457,3651.562595541011
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6139333333333337,891,995.2153172187276,883.1099479157781,1826.8615642926568,3469.643828711817,266885.8634081682,383931.647512894,193377.7159342609,241378.7716541555,0.0,0.0,15125.411918867949,773.9708352096058,11803.146533150615,12715.230379641249,187664.12693060836,2778.238524195616,1383.2241830993482
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6534,871,1051.3563597730144,1359.0794821787783,1582.514584345288,1617.908546460238,244646.96770984776,353954.58211382927,347692.35501363623,219946.27337123017,418.69472069066353,33414.41773287528,21546.155504332048,16469.58622872056,232339.9462385249,349664.2722208027,230399.45096539296,294556.0688214544,4106.548399757699
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Excellent,2.757483333333333,777,363202.8935684655,343313.3812803342,228648.32666184017,355316.31995541364,9451.75191585863,10634.178442019023,16597.38197474023,5729.756275148234,0.0,0.0,7612.245941662827,352016.8472595344,15246.008644527294,51946.15792106444,10606.818562365454,143411.53620209917,456856.361314128
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Fair,2.757483333333333,898,258120.55993696628,245583.88963827983,166337.08836063446,6537.657088413309,99798.86244657682,98329.60426761612,29608.097947772607,7447.546214704696,0.0,0.0,0.0,265353.4422294171,73783.65107665269,70505.41204745055,78691.36965202515,155913.59624011524,342960.99358872254
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.757483333333333,896,358986.5115190665,338336.5372363123,226111.1939419363,1203.1236090426232,38463.05200961418,52329.69900854328,54491.67730431224,36090.21638197161,0.0,5121.617299172911,6704.117104240399,351067.1268046534,36285.86849211971,50387.61093341531,29127.19068534393,135786.5872434508,453373.3374561629
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.8328333333333333,858,101302.48174566122,101757.36436625198,40423.81998917183,281925.57823878265,5353.5727905388185,8148.721644593717,11364.41414899353,5075.450620688007,0.0,1863.814259870721,4436.590099811882,44414.11234522613,8828.287797431525,41953.79322642794,4839.212278334422,40290.70544970507,63721.11434900111
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.29095,808,3194.4789598473726,2792.344242156403,3224.282137138027,9361.67220313716,906.6989198022652,1456.2984222030336,922.0369957242364,285.1411401471407,1312.6612676155,0.0,231310.8946295748,356.5352289501791,520.2517257686932,2173.407411529348,133.80531129126598,627.8635230983891,375.2485985343601
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.29095,829,4783.47808660577,0.0,0.0,0.0,1691.2083569376318,2383.609415774462,834.6781383847765,1101.0261959929126,3133.225751478185,373.3968061942856,205506.66671211875,1696.371006443729,1573.1734766672696,1992.9202651442647,0.0,2508.5850615892828,631.1405406700032
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6139333333333337,895,3947.366598357694,3687.043909485161,3647.787516308559,3006.456716745044,262256.51325498504,379290.2331674432,364593.1366253389,235416.7229600582,1347.9819278853297,16690.7468562328,29977.19073453026,2431.3418150738985,182820.94752245236,134905.64080232845,245449.6560552345,5325.32217662206,3735.173000087889
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6139333333333337,880,4974.83182215511,3599.6258292658467,3499.696133393011,3090.6396782122383,261087.49795132104,377630.7420027806,151307.8697199503,234437.0044698329,287.713652443661,559.6252917763384,34146.29350026122,2307.48785575029,7290.682171002059,7607.869406129662,148996.4970067734,3615.211019239457,3651.562595541011
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6139333333333337,891,995.2153172187276,883.1099479157781,1826.8615642926568,3469.643828711817,266885.8634081682,383931.647512894,193377.7159342609,241378.7716541555,0.0,0.0,15125.411918867949,773.9708352096058,11803.146533150615,12715.230379641249,187664.12693060836,2778.238524195616,1383.2241830993482
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.6534,871,1051.3563597730144,1359.0794821787783,1582.514584345288,1617.908546460238,244646.96770984776,353954.58211382927,347692.35501363623,219946.27337123017,418.69472069066353,33414.41773287528,21546.155504332048,16469.58622872056,232339.9462385249,349664.2722208027,230399.45096539296,294556.0688214544,4106.548399757699
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Excellent,2.757483333333333,777,363202.8935684655,343313.3812803342,228648.32666184017,355316.31995541364,9451.75191585863,10634.178442019023,16597.38197474023,5729.756275148234,0.0,0.0,7612.245941662827,352016.8472595344,15246.008644527294,51946.15792106444,10606.818562365454,143411.53620209917,456856.361314128
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Fair,2.757483333333333,898,258120.55993696628,245583.88963827983,166337.08836063446,6537.657088413309,99798.86244657682,98329.60426761612,29608.097947772607,7447.546214704696,0.0,0.0,0.0,265353.4422294171,73783.65107665269,70505.41204745055,78691.36965202515,155913.59624011524,342960.99358872254
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.757483333333333,896,358986.5115190665,338336.5372363123,226111.1939419363,1203.1236090426232,38463.05200961418,52329.69900854328,54491.67730431224,36090.21638197161,0.0,5121.617299172911,6704.117104240399,351067.1268046534,36285.86849211971,50387.61093341531,29127.19068534393,135786.5872434508,453373.3374561629
"Butanal, 3-methyl-",Butanal,0.0,derivative,Depres.Esquiz.,dataset_metabolomics,Biológico humano,No-volatil,fecal fecal; serum; bile fecal; serum; tissue tissue unknown,LC,Posible,Baja,-,-,No,Good,2.8328333333333333,858,101302.48174566122,101757.36436625198,40423.81998917183,281925.57823878265,5353.5727905388185,8148.721644593717,11364.41414899353,5075.450620688007,0.0,1863.814259870721,4436.590099811882,44414.11234522613,8828.287797431525,41953.79322642794,4839.212278334422,40290.70544970507,63721.11434900111
"Methylamine, N,N-dimethyl-",methylamine,0.0,derivative,AutismDepres.Esquiz.,dataset_metabolomics text_mining_claim,Biológico humano,No-volatil,fecal fecal; serum fecal; serum; tissue fecal; tissue plasma tissue,LC,Posible,Baja,-,-,No,Good,2.3699,812,24419.04228059892,39069.20751750382,44885.27323334284,39502.534787097815,6775.211611235351,4818.803329536237,54679.717143728514,0.0,946.4741544255404,0.0,129222.62924903107,1203.1817734492597,4066.4174752337567,7363.307273595379,3166.066265224328,3054.5812114053697,114154.590590708
"Butanal, 2-methyl-","Butanal, 2-methyl-",1.0,exact,Esquiz.,dataset_metabolomics,Biológico humano,VOC,fecal serum; bile,GC,Posible,Baja,-,-,No,Excellent,2.384266666666667,936,11892.188246439368,9071.3290632005,6334.796767962565,23307.41464275262,8745.538503150463,11067.770776914294,12962.03332622271,9680.18837053636,2235.4510558775028,1610.6456250085694,315218.33908141125,1924.881153589184,7294.793243539396,6686.830547697333,8408.053888235569,5125.265594951804,3272.724895383828
