Compound Name,Match Quality,Est. Retention Time (min),Hit 1: Match Factor,Hit 1: Reverse Match Factor,Comments,Hit 2: Compound,Hit 2: Match Factor,Hit 2: Reverse Match Factor,Retention Indices,Compound ID,Interval ID,Model Order,Component #,Exp_1.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,is_contamination
Dimethyl trisulfide,Good,13.085583333333334,865,908,,Dimethyl trisulfide,864,910,0,323,199,7,6,91658.92442939711,6024.5086179026575,12799.027392527883,44009.18151384473,104977.88784446727,69662.66843410493,34639.16997219302,28774.663777061865,107757.87489294249,45990.03058202143,106426.43492886783,37122.57340026358,20115.75254422211,23561.301150117153,10544.53999152187,13016.789092311,0.0,False
1-Heptanol,Fair,13.239883333333333,727,900,,1-Heptanol,722,880,0,52,26,5,5,2517.3406167807207,9245.077827184352,9253.585528473346,12981.777480536184,8562.74323218844,72701.89578293306,19115.322702067275,19121.065542894754,8212.450487557911,5307.974007935633,3916.867108125991,19029.441020534265,14878.832523009845,9938.032260060148,10508.478820102018,18051.574964023763,93.02145252973364,False
1-Heptanol,Fair,13.239883333333333,755,893,,1-Heptanol,748,879,0,55,26,7,4,3126.030223238653,9714.431535976008,8247.056756992728,11823.955138592715,7449.759244253793,72771.32774594217,18247.283801026417,16551.01467645626,7473.586535502477,4246.605153085511,4519.638382193954,17523.229104064827,12415.357545558778,8702.972728285273,9417.157299112383,16797.68148698661,0.0,False
1-Heptanol,Good,13.239883333333333,861,928,Ref sin muestra 6,1-Heptanol,857,915,0,58,28,8,8,0.0,7673.664192076903,6337.954801115017,10002.465144866117,5278.288707839724,70212.27733638196,16402.357410095483,14886.03985729706,5213.915534371185,2349.157717817226,1649.7728726915911,15365.830270478233,10580.041609211356,6598.552577762952,7609.908856436455,15586.180513175237,0.0,False
1-Heptanol,Good,13.243483333333334,853,926,,1-Heptanol,851,931,0,325,200,8,5,933.5956349109117,4458.864181134835,3682.367000465576,6310.48846017369,3138.506758290974,67352.6866401226,13366.06419841642,11492.71885913213,3792.5028435938475,1463.98516031815,1280.0001654079379,13772.046950701626,6187.349328118461,2415.660238351761,4669.429020432684,9837.837311868527,0.0,False
"Cyclohexene, 4-methylene-1-(1-methylethyl)-",Poor/No match,13.279366666666666,824,874,,β-Pinene,815,842,0,54,26,7,2,3851.7937471682326,3541.228042181058,9575.994226259036,11080.254181939974,11338.28708394438,10162.01748724479,9702.756676963541,18096.933139953486,9722.733834884508,10352.622058018576,3916.539746041295,13404.875476761528,16797.20852038679,11466.531829276295,10356.584060361663,10328.21647008788,193.34151252564146,False
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",Good,13.279366666666666,668,899,"Pico pequeño, peor definición","(E)-2-Butenoic acid, 3-[2-(1,1-dimethyl-2-cyclopropyl)-1,1-dimethyl-3-cyclopropyl]-, methyl ester",658,668,0,57,28,8,6,2291.429629022369,2762.20236705355,7484.277805298982,9380.180671069882,9295.429312595908,8849.203802047856,8185.892212042345,16820.594734886366,7952.812839063173,8399.637438345906,2420.0436932987072,11183.112832770283,14857.955092356511,9603.81649162101,8604.003756719347,9048.675067041338,0.0,False
"Cyclohexene, 4-methylene-1-(1-methylethyl)-",Good,13.279366666666666,833,910,"Poca amgnitud, pero resolución","Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",832,876,0,265,138,7,1,2626.204938233187,2634.9084267426747,7071.468617340437,8852.179554804938,8857.238000498848,8186.164304198702,7623.5978118447565,16293.91663286222,7410.706487206776,8084.315074791111,2517.384789487587,10975.870561654774,14231.717424732366,9087.779996715886,8286.489775210053,8421.68809677325,0.0,False
"Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, (1S)-",Good,13.279366666666666,822,871,13.2 -13.36 | 13.17 - 13.43,β-Pinene,817,852,0,324,200,8,4,2762.947914393736,2824.255152835283,7453.916169600218,9322.82201139614,9194.910573395347,8502.475895115811,8036.992309131609,16848.292055543727,7676.243697973794,8389.584448452732,2764.7449310120596,11293.672957204175,14821.232067648103,9586.283739033288,8743.360014923686,9014.285758852733,0.0,False
Phenol,Excellent,13.6777,943,974,13.55 - 13.85,Phenol,927,956,0,61,30,5,2,171138.44607985395,293478.15241880144,222627.7890825844,455393.5656115063,821469.7908534036,182486.01355771263,591910.8228115026,400697.2160484912,243466.85177714576,85649.09660958948,141973.13049640777,170071.897981811,395684.40469146846,248320.98689615662,706041.6367196556,413229.5512503352,0.0,False
Phenol,Excellent,13.6777,942,970,13.55 - 13.76,Phenol,925,950,0,64,32,3,1,20409.460367576332,286212.5061674483,209797.5573884145,444103.1978155044,804909.412219869,169636.6790280166,570497.7118172308,388797.52587491955,235273.82498915872,71164.51202578096,5021.140393539191,164237.9642451932,384959.4838153623,239546.26119559462,682842.0223559573,404454.8881923322,0.13918894676399596,False
Phenol,Excellent,13.720766666666666,955,963,,Phenol,939,946,0,326,201,6,4,165973.66304485174,67031.93796946495,80341.34322219458,76238.60369335728,191788.7652247302,23964.375483279662,185391.22887035087,61561.532483539384,32950.101154900425,59882.18143847457,130475.12642735343,18679.660688477405,78105.3358250042,49664.98367416172,204828.72380094693,85113.05122009144,0.0,False
Phenol,Excellent,13.72795,944,954,Empieze en 13.72,Phenol,942,951,0,63,31,6,2,148927.07770670182,63338.83495148376,75185.28959891455,102387.39232696459,178744.98425857836,64643.31797157118,167783.4937026635,97689.75821276128,58758.65638257299,35818.34413140352,132916.9391037386,25722.909141198037,90847.10060070432,64197.69664792114,194277.08791159408,84259.24658325223,0.0,False
"5-Hepten-2-one, 6-methyl-",Fair,13.954033333333333,747,886,13.9 -14.06,"5-Hepten-2-one, 6-methyl-",740,838,0,67,33,6,6,476.07940793860143,25416.58464086371,23078.95037468131,33840.398021092566,19782.218556526117,27930.17987573992,28040.25725730743,22762.199270682242,7283.053843573189,3937.7412196906243,536.6222203339576,2455.7494520729633,43201.07663470324,26640.1731855557,19880.138009070768,20915.419235217232,86.24604893151061,False
"5-Hepten-2-one, 6-methyl-",Fair,13.954033333333333,712,883,13.88 - 14.15 | 13.95 - 14.2 | 13.9 - 14.2,"5-Hepten-2-one, 6-methyl-",707,893,0,267,139,8,5,8325.258439167425,27414.45514136015,24628.07969128107,36224.69565300946,22299.080919937664,31785.919679435086,30480.071854926377,27469.1085637915,20676.0851319179,9896.858138986254,12808.546164959083,15045.787888786606,45728.61773765672,29001.48940976474,21893.372460108698,29742.84605324003,301.61668244569444,False
"Furan, 2-pentyl-",Poor/No match,14.065283333333333,627,888,14- - 14.3 | 14.05 - 14.3,"Furan, 2-pentyl-",621,817,0,268,139,8,7,8512.729615585413,23445.07478438529,17123.59840743337,28401.90710798136,18590.903148878366,24187.992567272417,32473.206313573526,54873.70791975956,15545.247185743858,7394.810968423656,9718.215194270548,13823.660559949578,25965.471140314152,24991.684197275517,11806.596861531065,28720.850489324457,0.0,False
Heptanoic acid,Poor/No match,14.172933333333333,610,705,14.1 - 14.4 | 14.2 - 14.4,Alpha-l-rhamnopyranose,604,639,0,266,139,8,4,15164.274367595925,38117.77200626334,37214.502365809356,41853.27128962778,29124.83582831986,32412.00004966992,31383.735624954636,35098.32860538745,25400.1630120678,12442.175010127432,19011.039541987662,17143.557316603696,32419.646228074365,28534.292013478633,21364.893044342338,42945.31659413945,1.9154401502300011,False
3-Carene,Poor/No match,14.700466666666667,690,915,,3-Carene,688,725,0,269,141,5,2,104.77135356545024,3800.1526182827747,97.1941063418404,0.0,5880.527808154944,233.99615107427192,24243.021694512536,7954.093989469085,388.6732053647781,0.0,151.79761427798874,969.5615290803852,421.1821710419848,5479.371849693559,751.029173964785,26818.28969202882,548.0662498001332,False
Octanal,Good,14.732766666666667,877,973,,Octanal,846,952,0,270,141,5,4,3553.3828058985932,2290.104793446189,1278.3686430694302,1599.9699728543771,1797.701210759854,2806.9892632878696,35120.45755005339,4283.637533061535,3271.060719826065,1651.0393620924042,1002.4229182797386,0.0,2791.1284017086964,3393.9117044546847,1707.698289653058,43564.90560714261,272.69298922267023,False
3-Carene,Good,14.8153,818,919,14.76- 14.88,3-Carene,809,821,0,271,142,5,2,695.5491802444946,9275.677306318292,826.3793591152562,2132.549449924076,13700.602651831992,4898.938388758495,546.7794992080762,24520.174991218595,655.0486273867282,0.0,680.8799294756191,1296.7949427243916,3479.6837992550554,19659.653195215913,2556.356461175488,0.0,154.14366729635407,False
3-Carene,Good,14.822483333333334,823,907,,γ-Terpinene,819,886,0,328,203,8,7,16631.033753926175,10680.774513657288,19644.168402756583,17298.948096098156,14576.38252053519,25744.273054630292,18810.35574941363,26682.403835116893,17501.536838630574,13156.821833974444,22155.925103075093,22759.23063064454,19982.9080255671,20829.226095888782,12145.521061111085,20950.9461754297,2117.252344408297,False
3-Carene,Good,14.829649999999999,829,908,,"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-",820,900,0,69,34,4,3,16850.260905692412,4811.221300895548,19875.044510861127,16881.439363309633,5817.847065786231,23691.62227568961,441.1859854003378,14322.579422420144,17184.180580634067,13609.028922032554,22416.69176959681,22512.352195797004,19581.56344101842,13285.64365152859,11942.536756566627,168.75293790683645,399.8394726015494,False
Octanal,Good,14.8476,837,953,14.8 - 14.92,Octanal,821,951,0,272,142,5,3,2630.99405168991,17833.015525696523,3383.66505412649,4541.186125554159,11381.264171025527,5894.319947628814,10843.797093634465,30668.794524544217,1296.0846992957886,931.8319205852604,2580.1700994162456,3811.666248677158,3989.3952950556195,16101.31903958736,2731.3155286715264,8086.015617715791,356.9399965642375,False
3-Carene,Good,14.948083333333333,838,912,Baja magnitud por eso tanto ruido,3-Carene,837,930,0,273,143,4,1,16754.581686249305,1195.6657073062997,19829.801662500886,16809.96365174574,605.5813047329175,23540.23010280259,98.76755723054521,1754.613829299342,17146.190546150283,13550.08817326842,22308.652602995393,22383.49160333904,19476.300474761203,1916.0933575942145,11841.476004919747,68.16689507573801,239.78534665415037,False
Octanal,Good,14.983966666666667,877,972,,Octanal,856,957,0,68,34,4,2,6671.955688437004,17424.779144926302,9105.15979043764,31931.600211124663,12219.343361507665,120890.34645058915,7900.005571970396,30959.31596086675,11070.741099763458,4976.06472863674,15263.550854587214,22614.754143139533,34082.19400499803,16891.62118094237,14149.50488001309,5362.988894782873,1635.403754902718,False
Octanal,Excellent,14.983966666666667,909,975,14.9 - 15.07,Octanal,884,904,0,274,143,4,4,6138.711554531301,4068.349201797486,7849.365793967379,30247.76806499806,3703.159911511786,115806.85879940624,4266.215288542138,8948.417733132854,10033.707393762175,4370.622740485818,14244.61484330328,21412.291861019195,32160.31283657477,7550.151982854797,12814.31415933436,3270.604750792685,1529.2752219890058,False
Octanal,Good,14.983966666666667,823,911,,Octanal,823,868,0,327,203,8,6,6132.18404190328,17706.749183251108,10856.221892189751,28704.4197757773,13280.982553808222,108191.95913254612,34215.64133447157,28888.890082495738,13250.40560767549,5090.800215826024,15581.369120438794,20216.618837089074,30851.71297800626,16711.17739039492,13561.434320521741,40460.931522164436,1022.3633387745832,False
D-Limonene,Excellent,15.604800000000001,911,938,,D-Limonene,902,905,0,129,66,8,6,0.0,504.560551109118,345.07026999437676,1076.6179615117462,1280.7561430063372,919.3563327914253,1694.2877065288594,1923.3258057057997,358.4580688179419,0.0,0.0,151.18393137289178,0.0,517.3452129164662,434.3680973465637,293543.1861953941,0.0,False
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",Excellent,15.604800000000001,928,928,,D-Limonene,924,925,0,300,161,7,6,23.35679548129408,0.0,0.0,887.8084499807737,1254.0137270042442,715.4367777484204,1694.6423796396296,1671.6132725366588,212.29111202718332,100.19480644965726,250.24385424649216,124.70588053883853,497.57962174956265,566.3860978545217,546.5129300746283,295530.7711538057,12.915095913890097,False
"Benzene, 1-methyl-3-(1-methylethyl)-",Good,15.798583333333333,774,852,,"Benzene, 1-methyl-3-(1-methylethyl)-",767,879,0,276,144,7,6,10434.547301734827,3931.0089781519855,3927.6077296947024,7647.3648881274385,11499.659761168343,11907.937190189357,1511.6686339061744,23307.459637082706,10680.444041681532,6591.95005961166,8933.884965421325,13139.699356868463,7623.274024705265,5780.2544964650315,11172.925298631862,0.0,154.1312841967004,False
"1,3,5-Cycloheptatriene, 3,7,7-trimethyl-",Fair,15.798583333333333,843,919,15.72- 15.9 | 15.85 - 16.1,o-Cymene,840,919,0,418,289,7,5,10766.50459162268,8834.650851354629,10221.27644182423,10351.785796783326,12227.99107689344,13692.281417955139,1571.4662317358766,24129.84728247782,12302.84406941748,6906.553351165969,9295.269417041078,13554.375976772342,13793.571303135053,12318.425825043203,12515.622824683007,0.0,176.2544945681065,False
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",Excellent,15.93855,934,945,15.75 - 16 | 15.83 - 16.02 | 15.87 - 16.02,D-Limonene,924,926,0,130,67,8,5,345.6769146072071,210965.44526028502,203574.7919537512,235143.3538286354,156183.86629158488,204718.4978524378,248074.46459679186,394480.84637390694,172356.0142910066,927.607592872796,663.7708587499671,1097.2361562358537,268020.0417069392,214737.13879336865,1826.0768619277385,911.0271795184595,199.68327910027665,False
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",Excellent,15.93855,931,939,15.75 - 16 | 15.83 - 16 | 15.85 - 16,D-Limonene,929,929,0,275,144,7,3,2732.439286619866,214434.4050691987,211413.36796235284,245168.7222962181,162624.10193419253,213469.57629143586,291189.2170531391,413690.75797431107,179901.1301616322,8416.359366128194,4162.413168002449,3180.358593186831,274204.0227652921,219278.8266085985,2375.3488471092096,851.3003559414858,1091.75270342879,False
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",Excellent,15.93855,934,942,15.75 - 16.05 | 15.83 - 16.05 | 15.86 - 16.05 ,D-Limonene,932,934,0,419,289,7,6,19901.992630612902,221133.20731368198,211406.62054490743,245743.88968370948,162378.77418419914,214618.72835072782,290869.9527975203,413443.24200552294,181081.20465427768,33041.50359000317,26727.2483386416,23585.994759549063,281223.8733759436,225051.00673081662,20943.507215982623,546.5522938900103,1075.2725555366965,False
"1-Hexanol, 2-ethyl-",Excellent,16.12515,920,961,,"1-Hexanol, 2-ethyl-",920,961,1030,278,145,5,5,13115.381064612913,130291.36278294223,23037.955796827166,17590.947032838998,36315.052920049784,17179.837868358525,14538.41509108671,20409.149400685994,17500.114972988536,10091.476332297525,10259.90574315156,9084.133284394124,22759.672733503387,19530.73282602085,9726.150873759478,29574.675263515674,529.5298657524813,False
"1-Hexanol, 2-ethyl-",Excellent,16.12515,912,963,,"1-Hexanol, 2-ethyl-",912,963,1030,305,169,7,2,16043.181658484076,121320.44686612509,23946.419159449157,18534.863490085503,37350.613945439654,20155.838054665255,17020.987788405044,21900.22885988617,19991.793913235895,13263.811047996569,14217.743018299576,11715.491343005673,23845.380271432736,21100.958441090672,18529.473053121033,15148.816340994967,1306.3106896139564,False
"1-Hexanol, 2-ethyl-",Excellent,16.12515,933,965,,"1-Hexanol, 2-ethyl-",933,965,1030,306,169,8,8,15440.050837999264,124246.70482978501,21584.06324534907,16892.845522179556,35896.94149589095,20036.68674341494,14115.107512862309,19955.23119461158,20577.58180275878,12478.212241595415,13510.8827373241,10857.983984874427,23259.876458393686,19949.28750800772,17767.188584489923,23592.320093590824,1339.4182466259758,False
"1-Hexanol, 2-ethyl-",Excellent,16.12515,908,960,,"1-Hexanol, 2-ethyl-",908,960,1030,420,290,7,6,5726.35838838996,119543.83476682623,23175.527917081847,17645.835529590928,36589.024673259344,22062.47973047914,14987.23907574199,20606.309154215807,22030.315618732548,4725.5192270066145,4692.092101562996,4422.624474887276,22988.56077268788,19915.29482131162,3887.389968048229,7307.322832085909,520.8460726019156,False
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",Excellent,16.12875,931,937,,D-Limonene,917,918,0,277,145,5,4,119411.25468859523,5037.990887868991,1427.5252815748936,3128.335584428913,3937.281075209303,5841.977260633457,1091.466944398677,6770.864317787088,4034.455505511115,119069.61847056985,143532.7072181074,152544.96600882793,5932.801129684031,2728.60137660729,169346.14428375624,1385.9314776308113,15.720084166483923,False
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-, acetate",Excellent,16.12875,931,939,,D-Limonene,921,925,0,421,290,7,7,119658.97080638383,5149.647463618339,1570.2653715367933,3355.051104063501,4640.087293610866,6526.089721180783,911.0823863644628,7852.012685700157,4656.37868957394,119379.6775713529,143838.25213734462,152895.0713472601,6603.147493067079,3114.9172522084864,169697.98150459197,0.0,14.710051486813171,False
Benzeneacetaldehyde,Excellent,16.684983333333335,930,969,,Benzeneacetaldehyde,929,957,0,301,162,7,7,261.20408219076467,381.536209685391,297.1856743662206,422.2039287548532,410.0341027660654,339.0621158020872,484.0953662152601,414.5228960842719,339.58412155941323,248.28062649408116,349.64836962184336,323.11486136808253,512.6586151908618,304.44299380743587,532.1961420904158,429663.11600343394,0.0,False
Benzeneacetaldehyde,Good,16.91825,896,913,,Benzeneacetaldehyde,887,910,0,132,68,5,4,1389.1650436732639,120120.94224742427,161485.75792498235,176764.1154063826,167036.18368374696,1532.0501862952246,155836.13744132593,149569.59478138248,129164.68106400315,1251.715258024909,864.60301521681,1152.0229420397827,117886.54460800253,95712.52606228646,3244.845128203932,1767.6672664526982,174.893958058698,False
Benzeneacetaldehyde,Good,16.921833333333332,855,871,,Benzeneacetaldehyde,853,865,0,133,68,5,5,0.0,58158.682896328624,80745.75129345432,86310.49773396226,79782.3372440692,1704.5536918079379,94912.34707281645,98634.81487353984,64776.24545774143,0.0,0.0,0.0,68947.6025427659,57193.16796186566,44.653664838897384,0.0,0.0,False
Benzeneacetaldehyde,Excellent,16.925416666666667,963,981,,Benzeneacetaldehyde,943,951,0,131,68,5,3,389.4286064186733,386780.86062808725,498346.9570352449,516976.8671008174,486063.59264938685,1565.5457010092887,521063.286692481,544376.2397059426,409714.5927599206,793.3379355793695,496.1233471762455,1903.5726351831472,415270.3873379342,292179.5676129968,651.4724918251313,1700.8840142858892,320.28320507142996,False
Benzeneacetaldehyde,Excellent,17.07615,956,977,,Benzeneacetaldehyde,954,965,0,329,204,7,2,325555.09784720803,9542.808220077353,50821.890909830385,35381.85569300887,65289.60562058612,810122.5757671723,20477.958796364266,75775.12333733312,76442.22974263184,364959.10468990024,333666.7477078871,502792.0392795628,19496.101639655804,14431.592774366716,586825.6892059102,2573.2829850855687,530.5460413702334,False
p-Cresol,Excellent,18.723333333333336,948,949,,p-Cresol,948,949,1077,70,35,1,1,16486655.30750601,35596328.713392794,33641782.39168508,40897315.645241074,36664674.90582023,28320721.660484258,37285186.20255156,35553977.18809145,27177365.141861882,17538951.516833067,21562028.5345538,18823614.92020953,38400830.55345661,35609864.79506922,26269898.102577172,45490048.45868657,64.10456728032223,False
4-Oxo-4-(para-tolyl)-butyric acid,Poor/No match,19.121666666666666,660,668,"Mas componentes, lograr división","Benzaldehyde, 2-methyl-",647,688,0,424,294,7,4,2748.406483403117,31982.76513760304,8445.729287264727,25425.67096427516,12595.911340889563,39374.568682963356,27879.42717386963,21415.0819514915,18697.932330607524,5705.388297520123,9194.586164819713,14354.10332173717,33091.013652730275,18733.93354920128,19285.171848514878,15480.454353734594,0.0,False
p-Cresol,Excellent,19.279566666666664,959,963,,p-Cresol,959,963,1077,422,293,5,3,4288.727460699325,6869.223284053971,3465.2447152536315,6673.383848123691,8885.325653445117,4509.391855430162,5906.384444513602,6247.495268123072,6849.345996062599,4466.43814007503,4107.303367495759,4832.146210820676,6143.81736296853,5003.603202781973,9429.875400680206,7095.645604811398,667352.570674855,False
p-Cresol,Excellent,19.279566666666664,958,962,19.15 -19.6,p-Cresol,958,962,1077,425,294,7,7,19160.006786357528,50630.14885195203,44226.081990688974,54864.48965954209,53913.13570466806,30035.0764868704,51515.65750351011,51166.29263690253,37377.436242656215,29753.314720803755,42405.558508768576,42137.50082316165,49809.49664680344,50057.86587181773,56475.8524825058,60010.466716671384,667587.3738708019,False
2-Nonanone,Fair,19.329816666666666,779,851,19.15 -19.6,2-Nonanone,779,851,1092,423,294,7,2,6906.110506630872,27811.219104340384,17779.80827809773,22360.005184515474,14211.672948354695,24448.885099841824,25516.582902435865,26827.419645193484,13843.240471000552,5595.526111465076,9170.044806315367,8702.100209908613,20853.675922052087,18820.96871210921,11061.040003006276,38579.21589562296,0.0,False
"2-Cyclohexen-1-one, 4,4-dimethyl-",Poor/No match,19.925516666666667,620,746,,"3,5-Octadien-2-one, (E,E)-",616,721,0,426,297,7,2,611.0009119233564,25592.786600307783,3560.8558205262752,7421.195762203978,2007.245182456913,9783.32467828886,4488.143841109375,2462.072060256869,1837.9677043237707,418.09017023946194,1276.5576872929742,978.1484429411721,3347.6925507188407,3030.3424347917926,4443.629104292542,13672.944213711102,0.0,False
Nonanal,Excellent,20.051133333333333,920,927,,Nonanal,918,927,0,427,297,7,7,35672.03867574844,74453.99298960276,25973.871667556406,140618.86061333725,47396.30156860307,155872.87527345296,193076.8362548655,219708.7891400609,54355.76759185227,18084.51427259145,86607.98437750404,112736.96767479018,128419.35512212868,59912.25370493566,38171.54637689618,195971.54437970556,26.16596271877173,False
Nonanal,Excellent,20.061883333333334,949,954,20.0-20.14,Nonanal,930,935,0,428,298,7,3,732.9416762705237,8496.609753497047,2708.3838825862113,3751.049244486245,1731.8144274926672,328750.75101328676,3419.392505122072,17941.126418909735,2700.5345512240565,637.349705850153,2042.403736907363,2187.635917472696,4392.8202621466135,3110.294288381123,1502.6504463464742,33153.00735856945,0.0,False
Phenylethyl Alcohol,Excellent,20.356166666666663,921,946,,Phenylethyl Alcohol,906,927,1116,307,173,8,3,32278.10577449518,146336.0584154763,103243.263611205,164388.09099708762,156367.30030166317,165998.3583598452,132968.39012723975,128010.60069557022,121540.48744170117,34360.25496096874,50670.46575581341,36626.53360831365,181742.03314148367,121555.14277445294,100025.27941449497,281826.07929593034,0.0,False
Phenylethyl Alcohol,Excellent,20.356166666666663,919,942,,Phenylethyl Alcohol,904,924,1116,308,174,5,1,31945.832738173944,144578.62481886277,101698.34804781072,162328.13364007324,153214.9942581085,163667.97654052702,131812.42402108334,126144.24510169862,119873.5360419667,34018.3973861968,50046.215621250274,36178.14014547093,179855.49730599788,119726.65763166524,98935.76218897518,278513.47822562745,0.0,False
"Hexanoic acid, 2-ethyl-",Good,20.732966666666666,816,875,20.40 - 20.55 | 20.55 - 20.75 | 20.6 - 20.85,"Hexanoic acid, 2-ethyl-",816,875,1123,134,70,8,6,3834.86101197398,2808.0052483636423,19779.389069807105,19135.86661627927,23319.48941482265,23278.848377563143,17596.06993233848,13835.62393533956,12972.243347438516,11362.444195202203,5148.691206617508,2959.6158578807,16036.929201705127,16395.751525634496,30880.169724535597,25725.87929256051,203.6045391008751,False
1-Methyl-1-(2-tetradecyl)oxy-1-silacyclopentane,Poor/No match,21.264083333333335,587,631,Poca magnitud,1-Methyl-1-(2-pentadecyl)oxy-1-silacyclopentane,569,634,0,309,177,2,1,1075.2922701556686,13736.786670242533,6914.126681391526,11317.62062852596,6621.736173452394,8091.169793082295,10437.481234701463,11619.5376535516,6076.725519304078,1481.1091070762725,1790.5945665469044,2453.840120600628,11759.124639392026,9612.885320022662,6548.681436939687,10612.929676977717,23.952040920123025,False
"7,7,9,9-Tetramethyl-3,6,8,10,13-pentaoxa-7,9-disilapentadecane",Poor/No match,21.866983333333334,601,616,,"Silane, dimethyl(dimethyl(2-decyloxy)silyloxy)propoxy-",595,636,0,136,71,7,3,3264.6510581713083,35434.37507883532,10913.128262531241,21742.376352058687,12929.538297599158,20946.973104216537,15789.75330749092,17653.795350121018,22118.213865247002,5393.163504344849,2917.811408916262,3427.1787484903166,28911.88757676333,22425.200724381437,20735.91556023976,23619.847214726535,237.43028213221862,False
"Cyclopentanone, 3-[3,5-decadienyl]-, (Z,Z)-",Poor/No match,21.9244,649,678,,Verbenol,645,728,0,135,71,7,2,0.0,828.1254020788674,0.0,1676.851481293308,753.4659134132562,1253.0098510351927,684.2791280649799,693.9182519320466,223.42476360488854,0.0,131.81450124546154,0.0,5211.597380610125,517.2162081539518,440.28288743654775,878.7321604205954,0.0,False
"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",Poor/No match,22.02488333333333,589,756,Acortar 22.15 e inicar 21.97,"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",588,785,0,138,72,8,5,1669.9195941967187,4821.926032520642,4398.455201205882,7056.451743320543,4321.102867097736,4915.033431753891,4791.564669709753,4649.376732091541,4029.077170807444,1417.010926463403,1747.539194862179,1929.7358413514403,7093.2919900097995,6377.025188080393,3826.490518994377,5707.239660363399,0.0,False
"4-Methyl-1,2,3-trithiolane",Poor/No match,22.4268,543,691,22. 33 - 22. 52,"1,2-Dithiolane, 1,1-dioxide",486,574,0,139,73,8,6,979.392469027986,2106.880238397726,2663.6036470674744,4159.087097774593,3458.7793455395104,3196.7380327873325,3126.926917974442,2914.885996833237,1879.098862381202,844.342382737713,2093.5161161994574,1179.5391699826005,3761.7905932966914,2730.1681458406774,1203.7505414981056,2265.002687239195,0.0,False
2-Phenylpropenal,Poor/No match,22.451916666666666,620,795,22.38 - 22.54,"1,3,5,7-Cyclooctatetraene-1-carboxaldehyde",583,824,0,140,73,8,8,1176.8718349067997,6043.734088387944,3249.4226413420674,6273.008972109787,4021.6091125065664,5745.532720341972,5309.753192627685,5370.810446243993,4449.274653259061,1189.8617067866899,1512.9641460406401,1964.6404296552837,6724.316764879837,5338.054319331573,8609.752250667903,2607.5615616629275,30.715327606362052,False
"Phenol, 4-ethyl-",Excellent,22.857433333333333,967,967,,"Phenol, 4-ethyl-",967,967,1169,71,36,7,3,208159.78442082996,1139979.8923792131,624660.6321851872,1021650.1697447579,820576.4649132062,674631.546560382,936614.8446551715,926044.2142113168,436410.3897584947,252327.32376454165,361676.4974464192,292904.0453963706,1072263.1691222899,930576.5739016356,531569.4215038982,1486744.57732022,0.0,False
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1α,2β,5α)-(ñ)-",Excellent,23.467516666666665,957,959,23.35 - 23.61,"Cyclohexanol, 1-methyl-4-(1-methylethyl)-",955,959,0,72,38,6,4,12969.199282588403,29803.643124918515,22000.084465571,26884.876384046256,21627.464429920452,20608.41529352236,32590.624022927743,36773.449848358505,22845.46143528842,11465.271950356875,15952.069985336775,15244.977097495295,23479.19812831738,25421.34823998936,16648.631347012935,101583.19176807397,129.48313893063462,False
"Ethanol, 2-(2-butoxyethoxy)-",Good,23.95915,811,898,,"Ethanol, 1-(2-butoxyethoxy)-",800,935,1192,143,76,8,3,256.8348347328632,3141.790959057479,657.1495570666787,1232.712903023175,1118.473414540947,4064.1365749867496,24906.22155075845,2498.8338441309825,959.4955637500066,325.02158532208233,991.1285413202733,1022.7416553156049,1355.0388166287933,1193.2840665375275,1416.07984242719,1400.976038197446,0.0,False
Methyl salicylate,Good,24.149350000000002,846,918,,Methyl salicylate,842,894,0,142,75,8,8,1780.2802694142447,24399.095840880254,2990.63722617289,7934.120476551935,5122.0671743197945,5557.846866435937,6118.562983832922,4363.142405032632,3574.0210109704185,1627.179701006028,2659.7064822901298,2253.23838861904,6975.051493716444,6123.951188651195,8402.338453147664,10688.354005682238,11.621258207285482,False
