Compound Name,Match Quality,Est. Retention Time (min),Hit 1: Match Factor,Hit 1: Reverse Match Factor,Comments,Hit 2: Compound,Hit 2: Match Factor,Hit 2: Reverse Match Factor,Retention Indices,Compound ID,Interval ID,Model Order,Component #,Exp_1.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,is_contamination
2-Tetradecanone,Good,41.550650000000005,808,887,,2-Tetradecanone,801,837,0,118,61,6,5,2843.896783054999,20224.530469759706,6491.1589917098,13894.672436004557,8762.381454663782,8835.249373471604,11431.294014965262,8809.0089852824,5939.373342552812,1934.0023536524575,3176.979042967059,2250.591947718985,15951.55294081253,11413.718110185035,14283.840537982176,9086.73108857665,0.0,False
2-Tetradecanone,Fair,41.550650000000005,738,845,,2-Tetradecanone,709,744,0,120,61,7,4,2526.413586104675,18172.37702780022,5784.406508785222,12357.561511478863,7777.469116213689,7867.74668260914,10155.334058038668,7855.6336295796345,5272.345801717887,1735.6319153588,2819.8994183312743,1946.8960573224813,14272.180992145026,10174.078014493141,12780.902869502657,8105.547247593386,0.722418686642719,False
Hexadecane,Excellent,41.597316666666664,931,938,,Hexadecane,905,909,0,117,61,6,1,14345.237632434824,89368.95783531757,36811.22910029528,77505.76306708831,41090.90254844742,48317.63551716849,65131.21572657925,48856.02785704232,28497.196203498966,9397.569685589075,19239.79731555069,13596.429601730937,86809.50793107193,64351.86702675613,63613.906742179366,44169.29253040169,0.3631826454289115,False
Hexadecane,Good,41.597316666666664,888,897,,Nonadecane,883,925,0,119,61,7,3,15304.761190072702,94786.8519285621,38386.03100865853,79119.06225817946,43491.04908220584,49122.10240353278,66602.20459482184,49867.68548823508,29235.733259755645,9653.997828075782,19743.800487478376,14242.423885852852,90111.6958594484,66047.77544129577,66100.18038363406,45556.93509204791,0.0,False
Pentadecane,Fair,41.597316666666664,700,768,,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",689,790,0,121,61,7,6,5573.685282720258,32313.896156005187,13815.116424886832,29135.150832572173,15516.841741898514,18671.063223626337,25406.609742580862,17131.056464620524,11229.44011607431,3334.2457994722326,7677.518399719387,4454.937405510143,32004.478013749933,24997.823467036018,23524.231359186702,16338.86596617922,2.724276556843602,False
"9-Octadecene, (E)-",Fair,41.76956666666667,762,834,,"5-Octadecene, (E)-",761,839,0,371,239,8,3,2203.43056601783,11740.220835704948,4402.863967914381,9695.52522982677,5656.319855006851,5773.461023870956,8067.066313907715,5667.287476737963,3985.5786119282275,988.5195991166045,2581.552687453246,1709.4111307259388,10095.531304149155,7800.925977886956,8565.913008479884,5209.787695712224,0.0,False
"Nonane, 2,2,4,4,6,8,8-heptamethyl-",Poor/No match,41.93105,634,768,,"Octane, 2,7-dimethyl-",604,684,0,442,307,4,3,1851.1462575934343,8182.535647426808,5176.9764904038575,8363.383865220694,5331.780624076485,5607.841663534951,7656.068616973278,5414.828753504205,2844.065222325256,1455.71739750345,3028.450572623594,1797.6076530208645,9688.459191415179,9095.240104709628,4712.356482669222,5857.264454714467,0.0,False
"(1R,3E,7E,11R)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",Fair,41.9777,788,817,,"(1R,3E,7E,11R)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",756,767,0,443,307,4,4,242.03520725073224,9996.292380762796,2099.968959344865,6926.5314734814165,3019.4235048972896,3815.816716055723,5699.068193034149,2843.276827670329,1851.5532731328997,51.471186493514665,815.9583614787291,306.2546395417985,4095.1958564618803,3266.755034208282,3609.766415696519,3429.6336782729127,14.288372060877712,False
"Mercaptoacetic acid, 2TMS derivative",Poor/No match,42.31145,664,781,,"3,6-Dioxa-2,4,5,7-tetrasilaoctane, 2,2,4,4,5,5,7,7-octamethyl-",618,649,0,123,62,3,2,15092.536553061393,138654.0103228544,93204.55076041375,16958.81949087503,37722.145196255704,22665.036176258815,24109.409003761655,77156.7238960017,91206.07322804653,57419.86451040325,22275.222010191123,14687.881486409635,27485.169096361613,23496.371113151894,214824.5541314762,44989.37630383647,1685.1264968782143,False
"Caryophylla-4(12),8(13)-dien-5α-ol",Fair,43.01123333333333,772,782,,"11,11-Dimethyl-4,8-dimethylenebicyclo[7.2.0]undecan-3-ol",770,780,0,373,241,8,7,0.0,4586.495917889772,827.6905672037349,4014.2977846669082,1362.0220047877979,1905.154147553186,3370.5044044645333,983.5701471333488,733.749288631975,0.0,238.6775890325552,0.0,2534.4678038393267,1527.8653413967504,1025.603757787017,1377.674575992906,0.0,False
"4-Trifluoromethylbenzoic acid, 6-ethyl-3-octyl ester",Poor/No match,43.022000000000006,527,601,Poca magnitud,4-Trifluoromethylbenzoic acid. 4-hexadecyl ester,511,590,0,372,241,8,6,1145.613651911224,3568.2377848021506,1821.7734304001228,3552.1332037450884,2560.1223432363604,3679.284440163767,3175.267951669923,3053.961549623753,2802.9773208388906,1276.6680976684308,1284.3631979311488,1412.788707071135,3629.3464393854747,2793.628804361877,3310.1922565732348,4689.63397649528,51.83314377788738,False
cis-Z-α-Bisabolene epoxide,Poor/No match,43.732549999999996,674,694,,Isoaromadendrene epoxide,657,680,0,374,242,8,1,68.74249977624149,6586.93672240128,719.0298050980207,5025.262836369177,2059.275837370746,2803.1241577262663,4532.475769794218,1628.1846832173067,967.4683097605739,28.41071569190121,198.2870419035385,145.77888724978848,3212.3098141721957,2210.121510706748,2085.9401968121365,2593.505249423932,6.167589782913832,False
"Octadecane, 2,2,4,15,17,17-hexamethyl-7,12-bis(3,5,5-trimethylhexyl)-",Poor/No match,43.98016666666667,650,656,,"Tridecane, 2,2,4,10,12,12-hexamethyl-7-(3,5,5-trimethylhexyl)-",624,641,0,173,97,8,4,1297.6059406094018,6555.987490813781,2763.889105886353,6271.100227997122,3407.345127394765,3519.549610954212,4731.7359316423735,3414.493624403731,1841.8802463218603,850.3827603667155,1437.9423482394668,1189.392902842214,6366.814858544911,4733.686762383987,5045.871960245877,3059.627931451161,0.0,False
2-Tetradecanone,Fair,43.98735,736,775,,2-Tetradecanone,720,791,0,172,97,8,3,1905.3286465088058,13978.41699665867,5155.428532215858,10559.61749611494,6324.525300648576,6185.523437706584,8980.121113823516,6186.997848924647,4356.647699129168,1173.2246591579776,2348.772027659942,1640.6252717164111,11618.523977648369,8187.053249368701,10800.96762169863,6443.82745808472,18.994406233779692,False
"6,10-Dodecadien-1-ol, 3,7,11-trimethyl-",Poor/No match,44.65841666666667,552,801,,"11,13-Dimethyl-12-tetradecen-1-ol acetate",533,589,0,378,245,8,2,1558.1600408086347,15334.870800245775,5582.5553199006235,11863.649672330706,8143.624207888202,7483.6273717292215,10549.130058129369,8478.922860177245,5685.876638043035,1494.8335350917291,2505.2104970556566,1838.8985635671086,15480.004598890897,11051.038566171359,10942.493008731792,10271.061666530299,0.0,False
γ-Dodecalactone,Good,44.662,862,873,,γ-Dodecalactone,862,873,1680,127,64,2,2,17103.494949397886,153602.15116589918,60575.43847490445,120512.66249654254,83177.64183907691,77790.39067936294,106669.98348272067,83574.95194127505,58709.543052630026,17206.101717184843,24761.51230712847,19888.842098853933,155186.4480992153,109576.69134336557,104038.66495327473,97206.741214742,79.05592985813824,False
γ-Dodecalactone,Good,44.662,800,842,,"2(3H)-Furanone, 5-heptyldihydro-",800,842,1680,128,64,4,1,15709.517579637515,147239.7363351453,57183.35672834162,114754.92035111673,78849.83919114884,73921.9397171498,101249.62383301275,79817.58080721983,56402.74122287661,16034.786119923912,22672.971268746125,18594.538906253925,148513.61328459767,103731.92988631412,99034.12458169978,92458.5303687492,85.70086627495121,False
"2(3H)-Furanone, 5-heptyldihydro-",Good,44.662,859,877,,γ-Dodecalactone,859,877,1576,380,245,8,5,16481.386454058338,150593.97708900974,59046.75256959684,117836.14365231249,81138.88413050053,75970.23675895637,104157.16853266097,81753.5285961121,57528.92204131795,16638.359385131607,23790.062166344178,19262.454253636377,152099.1615702618,106922.65639907737,101609.61056958798,95047.08597163488,81.26097783305205,False
"Tetracontane, 3,5,24-trimethyl-",Poor/No match,44.71583333333333,699,782,,"Octadecane, 2-methyl-",683,763,0,377,245,8,1,3783.808369582549,15013.219480021347,9506.757509105317,14320.076136602032,10494.480314657803,10429.815760996053,13131.165504098759,9256.50387906361,5181.4095730237605,2846.5259593520404,6401.330488657761,3593.724568217018,16379.520621893516,14915.390116965784,9202.310125153226,11365.346797064067,0.0,False
Heptadecane,Good,45.354616666666665,856,882,,2-Pentadecanone,828,848,1700,125,63,3,1,22893.54098764545,127183.14329425058,52379.08130943516,102539.93450708382,66787.22886458816,65502.049421738004,90904.66920541976,74745.20006605721,42238.62070338605,14151.43247321765,27221.37400134194,19523.025319217708,117627.37243005318,89429.70327259363,102438.2936023987,64405.47922581334,390.006436594427,False
2-Pentadecanone,Good,45.354616666666665,888,907,,Heptadecane,888,907,0,126,63,3,2,11699.210521662451,97545.90910607127,34384.553946150896,74250.96611188873,53753.883821459895,49134.49164346031,63822.36559589397,52443.67268002915,33985.13795559974,7299.205396168643,15408.768162088876,11461.366634068087,85299.14389623274,63920.79427369599,82061.7360468239,52418.929076682,89.2172981537,False
"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-",Poor/No match,45.957499999999996,634,736,,"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-",629,783,0,385,248,8,5,415.2241167783856,4617.881058640624,1377.0322541570565,2622.2780395007867,1996.4096010632827,1781.3632559333064,3148.575751348552,1686.900145397072,1394.1377710267905,635.9995743652526,444.33009183909775,435.57260057153,3699.979381252743,2699.163535366348,2722.308365065469,2425.959634231258,304.4297295379253,False
"Butane, 1,1-bis(ethenyloxy)-",Poor/No match,46.373783333333336,688,826,(Poca magnitud) Inicio 46.3 acabar en 46.44,"Phosphonofluoridic acid, methyl-, nonyl ester",686,795,0,174,99,8,4,2950.1451384618995,12183.378394808162,4694.69046328999,10221.860006244773,7290.8785092262915,6871.551229322628,8855.497690449127,5258.134425232015,3983.060511260125,1662.582650152208,3215.3286698211296,1857.0422397459897,11506.43722912433,9409.38197244079,12603.494360022392,7280.8130614648335,0.0,False
"(1S,3aR,4R,8R,8aS)-1-Isopropyl-3a-methyl-7-methylenedecahydro-4,8-epithioazulene",Poor/No match,46.67165,686,791,,trans-Chrysanthemol,568,641,0,387,249,8,6,18.910380031292092,4385.158305647774,145.2744765630625,5167.7594961257955,1112.4743754955607,3159.443912098183,3012.7772475229785,1768.8452856785782,1515.0508189353225,53.19089767337607,223.95484533036287,423.69934369421105,2199.411762218598,961.8606339457075,1779.2534838123224,881.8439531135008,0.6216370338726548,False
2-Dodecanone,Fair,47.658516666666664,774,845,,2-Hexadecanone,770,773,0,179,101,5,1,3030.91283348235,25640.936696107205,8207.02971151117,18639.20618775755,14339.945777588122,11753.29874169831,15789.107105927429,11715.957707329932,7576.0435334870845,1952.2762049507687,3415.9667222933417,2323.7489114984814,24023.997633936735,17318.549938325632,24770.949154274473,13983.770105884134,0.0,False
2-Hexadecanone,Good,47.66211666666666,811,814,47.55 - 47.75 | 47.83 - 48,2-Tetradecanone,794,876,0,186,102,7,7,3874.1411291412123,34115.662484918445,11142.483033945931,23264.50576495685,18254.04644800842,15498.294354414473,20896.47087849117,15028.128194846995,10149.091544758969,2681.2862990989506,4512.008445383746,3053.5397555966747,30708.67035671031,22573.056007121373,33499.21668915738,18418.36000012346,0.0,False
2-Hexadecanone,Poor/No match,47.6657,624,646,Poca magnitud,"3-t-Butyl-7a-dimethylaminomethyltetrahydr-pyrrolo[1,2-c]oxazol-1-one",586,666,0,181,101,5,3,1159.678594019099,11393.25597994108,3618.9092718731013,7287.094523228139,5880.2826220856905,4994.789466481105,7217.647878320842,4462.044180499741,3330.9713610041317,913.0488945550936,1388.633162487073,877.7244750131202,9939.354367959615,6894.991023042893,11472.782382871976,5758.344633987594,4.266176284415505,False
"Sulfurous acid, dodecyl 2-ethylhexyl ester",Fair,47.70876666666666,659,762,Poca magnitud,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",652,728,0,180,101,5,2,1183.3455595265393,5103.133407338431,2858.947934312728,4996.536575173194,3842.2256466129497,3459.6548127367155,4257.164143733617,3015.873540670332,1935.5922979745656,910.7995108428041,1725.120025575438,897.0298159341908,5672.059357991537,5089.016130513715,3768.224464279616,3565.3745979631076,1.3230432870624826,False
"Sulfurous acid, di(2-ethylhexyl) ester",Poor/No match,47.70876666666666,703,765,,"Sulfurous acid, 2-ethylhexyl pentadecyl ester",682,730,0,182,102,7,1,1370.9457290960777,4380.4039027469935,2970.709000803299,4325.243340413805,3474.3608547559693,3315.1418821699763,3689.4033918255845,2889.566455094061,2044.3209523129337,1126.36264564793,1937.2596287556262,1149.7849938744857,4878.006964001928,4797.315451460905,3218.4846728832213,3499.1153763699967,3.5896892846252015,False
"Mercaptoacetic acid, 2TMS derivative",Poor/No match,47.83436666666667,608,763,poca magnitud,"Tartronic acid, 3TMS derivative",575,630,0,178,100,5,5,2880.0774437377804,24800.50866678747,18359.66957612947,1698.3520817576496,2558.3788317743056,3667.5943294768877,2175.7197653516905,11487.177417563042,19673.27535547054,7268.881752072601,4380.684413543509,2056.0073077448105,2784.0252391064423,2683.606692616806,50954.373521316564,12411.587312861346,1531.9706900613814,False
"Mercaptoacetic acid, 2TMS derivative",Poor/No match,47.83436666666667,559,733,,"Tartronic acid, 3TMS derivative",554,621,0,183,102,7,2,2694.1365612756626,21379.74153981506,15451.786241469354,1404.223753037246,0.0,3460.130708145907,0.0,9095.942895103331,16753.501032589338,6134.203339727147,3718.6439846729863,2395.4427456682297,1949.4656794979269,2851.6051250902156,44394.72033706633,10529.409668681765,1490.1274635410261,False
2-Tetradecanone,Poor/No match,47.91331666666667,693,787,poca magnitud,2-Nonadecanone,686,777,0,177,100,5,4,841.1595975448081,7299.933477080833,2839.8956373057827,5563.328389325311,4049.7458594571676,3408.491387028709,4843.488418001883,3440.4628402527183,2461.8421518675427,590.6840687454152,1138.2526377496115,815.2023373847103,6911.95589204146,5012.754753640297,7660.7323486303085,4118.706048100532,0.0,False
Octadecane,Excellent,48.93248333333334,954,957,,Octadecane,925,926,0,188,103,3,3,38210.0688018638,220412.80328704527,86617.93873900166,176481.43699858582,129107.5719164662,111088.92608803441,151913.3147205643,116424.36280160234,74154.68400730801,21355.379048814277,44086.70476715319,34633.641932640705,204729.8830548064,151149.19693010353,202949.53100032895,115215.05068230515,327.3682120513458,False
2-Hexadecanone,Fair,48.97555,709,738,,2-Tetradecanone,684,806,0,187,103,3,1,1555.3263074928045,12542.453689228205,4368.078611635659,8996.657131749871,7081.883817553997,5980.863252360603,7710.781006691148,5609.187862732717,4236.252538396391,962.5670644500151,2035.8196031594234,1496.2957895757572,11354.768000215769,8204.283067504504,12358.178343288648,7496.730650021398,0.0,False
"2-Hexadecene, 3,7,11,15-tetramethyl-, [R-[R*,R*-(E)]]-",Fair,50.342816666666664,779,896,,"1-Dodecanol, 3,7,11-trimethyl-",740,860,0,194,105,7,5,4936.652048154749,29899.80098373866,12711.17828126905,20765.843408780664,17471.353595526292,18101.513455245244,22618.485435723687,14748.644622984326,9668.190345816702,3462.541593710157,5513.79282045273,3409.635500810143,27539.860724489048,21459.59896498875,28367.60845453438,18204.146821074188,0.0,False
"2-Hexadecene, 3,7,11,15-tetramethyl-, [R-[R*,R*-(E)]]-",Good,50.342816666666664,895,924,,"1-Dodecanol, 3,7,11-trimethyl-",819,884,0,390,255,3,3,5362.060880852038,34727.91118169561,13416.697840032753,23612.53228595086,19349.49175978327,20613.49816927742,25436.619027740762,15790.854084922532,11161.310876861828,3811.29228043881,5770.539187963827,3183.34887409213,31589.28821945008,24215.95028506427,32965.74370129018,20063.024005660423,0.0,False
"1,1,3,3,5,5,7,7-Octamethyl-7-(2-methylpropoxy)tetrasiloxan-1-ol",Poor/No match,50.35718333333333,581,696,,"Cyclotetrasiloxane, octamethyl-",531,761,0,193,105,7,4,952.467222471021,3793.3912063970743,5851.07642645446,4261.769305614223,5504.981729659957,2546.0938699629305,5691.6217923699,4847.922443332911,1843.443374474279,516.8151401383857,1730.6160306413442,2028.6845470079559,6190.548919996744,6436.472589454855,6184.533459109383,7196.75952388922,0.0,False
"5-Methylsalicylic acid, 2TMS derivative",Poor/No match,50.37511666666667,627,666,,"Hexasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11-dodecamethyl-",625,635,0,389,255,3,2,10151.650033264259,28321.664639872244,40682.67270293085,31143.84383807486,41512.66432407789,19484.36530921419,41969.61328144506,36150.51938141062,14799.000550382378,5250.153161409541,16102.61013462545,17329.14212196999,44606.62159518345,44203.037853958784,43632.8617818292,49800.83240952794,157.65171630761813,False
"3-Methylsalicylic acid, 2TMS derivative",Poor/No match,50.3787,639,682,,"Benzoic acid, 4-methyl-2-trimethylsilyloxy-, trimethylsilyl ester",633,658,0,191,105,7,1,8502.147020869073,19339.241973844753,32309.867486362513,22845.61482755394,31638.456855238983,18103.124779443657,32153.742627603526,28020.476941892393,14398.353386026462,5505.021614703384,12695.993521956998,14409.596155813313,32531.253569405246,32801.81397044431,29555.462345824057,39213.56019927214,36.596421819841794,False
trans-Geranylgeraniol,Fair,52.7831,733,780,,Squalene,732,796,0,197,107,4,3,3329.3024586013544,19226.031451760187,8111.937609941713,13705.029937952082,13414.19782316177,10027.064577889916,13460.979653329458,9379.674985755226,5638.239944464211,1659.955872458334,3531.3313399982526,2588.841763573705,19456.138030118313,15516.268833402604,21417.854474780997,11961.880593535085,0.0,False
Difenoconazole,Poor/No match,54.27955,408,420,,"2,5-cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-[[4-(methylamino)phenyl]imino]-",402,557,0,392,256,8,8,0.0,632.4021767442605,430.75521109038016,929.818024700229,792.9315441274537,1174.984680129471,119.71021423193287,56.97462181086729,2203.767481781424,0.0,0.0,0.0,1895.8339134759258,957.9391925179089,443.831097948512,1486.7407691327076,0.10619016362998535,False
"5-Methylsalicylic acid, 2TMS derivative",Poor/No match,55.13006666666667,595,620,,"Benzoic acid, 4-methyl-2-trimethylsilyloxy-, trimethylsilyl ester",594,623,0,397,259,8,7,2433.199307860487,17390.402511941265,19194.25075486611,22119.427241948284,18944.34216761831,5169.935253419286,24624.19909812267,23027.683958969283,2713.874613692613,2041.4536792175127,8400.633367119182,8539.0747431114,30762.00887188132,27536.544631497356,25596.41094723089,27544.921272299354,57.68567010575247,False
"Anthra[2,3-b]furo[3,2-d]furan-5,10-dione, 2,3,3a,12a-tetrahydro-2,3a,4,6,9-pentahydroxy-, [2R-(2α,3aβ,12aβ)]-",Poor/No match,55.13725,434,446,,"Phosphonoacetic Acid, 3TMS derivative",415,424,0,396,259,8,6,0.0,2448.1514648158195,2374.6426049426764,2805.6012640616705,2278.8369321765076,81.99895976482296,3246.5688435335933,3067.735086100726,8.842716299344065,0.0,567.8045860826472,547.5991080052228,4589.044188204653,3736.1220729400447,3892.6973657309545,3968.9017339938664,0.0,False
Kaur-16-ene,Poor/No match,56.11335,658,680,"Baja magnitud, poco match",Kaur-16-ene,654,676,0,280,147,8,5,14.977726027215255,3435.107457490337,129.8954023454351,1387.4227544196394,1013.1786240634492,808.2619436991666,668.6160862346841,362.82559470080037,252.77924252117077,0.0,0.0,0.0,2802.748418219452,1141.7622533275044,1614.6204994452403,1225.5603206351354,0.0,False
"1,3,5-Trioxepane",Poor/No match,56.40045,538,889,,"Silane, tetramethyl-",501,853,0,399,263,8,8,714.0975244532978,1710.9950410135934,959.2026451682875,1314.1385693061532,987.646059801903,1168.8229409752125,1266.1741303763017,1209.9451002819596,1078.515516429877,6622.471340900571,668.919556844499,623.4927355230617,1421.6478922793435,1214.1425313377028,1266.5175373999514,2059.494542538536,2207.643834351825,False
"2H-Pyran, 2-(7-heptadecynyloxy)tetrahydro-",Poor/No match,57.875366666666665,656,671,,Gamolenic acid,635,682,0,405,267,8,7,187.92031352508005,7465.244418180983,624.9677043652275,3267.0396189424555,1087.1293861273912,1758.7233416839092,2880.096302174164,1550.3708707468318,3030.3214096268666,127.40428670323821,585.7693533508864,195.43930387290303,2368.3259457287404,1837.481190377515,3249.4062814738195,2649.8483120179035,273.03586238219714,False
"Ethanone, 1-(4-bromophenyl)-2-(1-naphthylamino)-",Poor/No match,57.91485,558,668,,"1,2-Ethanediamine, N-1-naphthalenyl-",544,779,0,403,267,8,4,90.97436697747719,3062.2603585754714,721.5662487874507,5920.20949411944,3665.6172299750197,1940.980572027159,3244.9341345656107,3707.420554626837,1153.896518648424,0.0,493.43012581696416,156.6603448163032,5714.385551478192,4913.988975567552,1109.8592964390898,15590.859917280399,0.0,False
"Indole-3-propionitrile, α-formamido-",Fair,57.93638333333333,707,741,,"Indole, 3-(piperidinomethyl)-",695,735,0,402,267,8,2,31.832151246453464,11756.18199182991,867.3904253805332,2991.3676174823827,827.3163185781593,1350.18309407789,2590.8636948972817,2180.15489029516,1024.091116471613,51.629083087640524,388.1901850818183,0.0,3574.7648554962425,2337.1650181511213,21111.36961311386,1523.4912870400406,0.0,False
"2,6-Diphenylpyridine",Fair,58.60745,724,801,58.56-56.68,"2,6-Diphenylpyridine",711,776,0,409,270,7,3,1531.9535538246191,2451.276946679752,2391.906675441087,11299.501076004282,8364.4165956914,0.0,11357.700898719466,12818.348834223112,5443.368285508877,0.0,2883.120313558583,2425.1196490915886,6476.932311230585,5161.785593250413,3098.941263404417,4687.81208506142,0.0,False
"Benzene, 1,1'-sulfonylbis[4-chloro-",Poor/No match,58.690000000000005,643,840,,"Benzene, 1,1'-sulfonylbis[4-chloro-",639,820,0,407,269,8,3,0.0,124.81168812063152,0.0,54.18884263501377,0.0,4531.144026513022,60.41207032708439,80.35938931664259,42.15475989575066,62.46594239088071,0.0,0.0,69.21024112598934,52.385660381922094,98.0702123670219,81.07769213812287,0.0,False
"Indole, 3-[3-(4-morpholinyl)prop-1-enyl]-",Poor/No match,59.325183333333335,690,694,Indol,"1-Naphthalenemethanamine, α-methyl-, (ñ)-",634,734,0,411,272,5,3,172499456205.15274,10455.062097823176,160.60572897292155,15799.214616561352,2817.1899924628883,8996.75545381609,12779.61109837717,9733.292995391248,791.7329295969023,0.0,1405.8030727260564,847.9703307124124,10562.811992674531,4512.545435679658,1728.808479288919,74791.97282936543,0.0,False
"Benzenebutanenitrile, γ-oxo-α-phenyl-",Poor/No match,60.14698333333333,635,685,,Tryptophol,620,868,0,412,275,6,1,0.0,36646.12324940112,25136.460322477986,37825.344147436845,23184.138842250108,22835.990520309693,37530.732474651864,31844.594483052482,8583.042982322202,148.69578610784788,730.1753173332611,1789.9468085898318,55494.11276830785,52043.00226353803,18136.087762605475,88814.18635850119,147.8897557205696,False
"1-Naphthalenamine, N-phenyl-",Fair,60.466366666666666,720,858,,"1-Naphthalenamine, N-phenyl-",720,858,2135,413,276,5,2,0.0,32354.446795163156,5100.659941306207,46536.10361433639,27414.17385949713,12010.945176876001,39192.054428596166,27167.930582358338,4107.358980872448,57.56057979298669,0.0,2235.771375182857,29472.223231917455,13030.08220379836,12191.406867917885,31997.20651176882,114.2574814877384,False
